filename,label,mfcc_1_mean,mfcc_1_std,mfcc_2_mean,mfcc_2_std,mfcc_3_mean,mfcc_3_std,mfcc_4_mean,mfcc_4_std,mfcc_5_mean,mfcc_5_std,mfcc_6_mean,mfcc_6_std,mfcc_7_mean,mfcc_7_std,mfcc_8_mean,mfcc_8_std,mfcc_9_mean,mfcc_9_std,mfcc_10_mean,mfcc_10_std,mfcc_11_mean,mfcc_11_std,mfcc_12_mean,mfcc_12_std,mfcc_13_mean,mfcc_13_std,mfcc_14_mean,mfcc_14_std,mfcc_15_mean,mfcc_15_std,mfcc_16_mean,mfcc_16_std,mfcc_17_mean,mfcc_17_std,mfcc_18_mean,mfcc_18_std,mfcc_19_mean,mfcc_19_std,mfcc_20_mean,mfcc_20_std,scent_mean,scent_std,rms_mean,rms_std
126_bus.wav,bus,-156.60071,87.69891,164.39897,21.753487,15.958015,9.957949,-3.6346643,12.435716,8.391668,8.554054,17.89075,6.4904413,2.5232563,11.51895,6.625772,7.305965,0.68286985,9.063175,3.305227,7.8522964,-6.109534,5.9713473,-0.5301599,4.5006213,-6.0304074,4.908351,2.037122,3.515388,0.2567221,4.621514,1.4515707,4.5706844,-0.44099963,5.7803144,2.0984528,4.3416114,0.55760753,4.3806796,3.017561,4.5187693,849.1036531500458,199.14217484364735,0.13571791,0.09552745
127_bus.wav,bus,-139.36273,55.703987,170.40224,8.53599,-4.4659653,10.327597,15.367152,8.3950815,7.923306,6.7944717,8.293519,5.59978,3.0553257,7.162255,4.304829,5.133898,4.357428,4.417628,4.0347195,7.3637414,-10.600591,5.256168,3.6354988,4.396022,-3.8547914,8.380368,1.0105996,6.0853558,-7.0329714,4.0999193,1.1219695,4.550086,-2.4591048,4.38012,-1.5999082,3.6290004,-1.9146188,5.7725334,1.4425626,3.9526777,789.2276124472822,91.11269482074076,0.13444714,0.06952756
128_bus.wav,bus,-130.24675,90.808014,154.60997,11.487675,4.9832406,13.862735,9.60317,9.648088,5.1232753,5.81096,11.619256,5.306013,6.0927153,4.819625,10.577671,4.484734,9.578263,5.0447993,0.627245,4.1675997,-1.0574763,4.191918,0.78085345,3.8352926,-5.0719485,3.756622,4.478961,3.966451,-5.059913,5.096159,1.0101736,5.1483645,-2.7498798,4.131746,-0.31322515,3.0848317,0.5921349,4.0981426,-0.5017024,3.7310815,889.9830824399791,141.97519634046836,0.14855452,0.09218467
129_bus.wav,bus,-73.84303,27.947105,117.9619,5.2536187,11.791554,5.4424343,43.508453,8.941002,7.9161587,3.5176604,3.5753262,7.858272,2.4688792,3.9360182,13.41782,4.059508,0.9418599,7.8554454,8.926523,4.9971666,-9.570945,4.218036,-11.474241,4.0777154,-0.569134,4.3701158,-0.040693663,3.8422525,-6.5719447,3.575328,4.200161,3.3697789,-12.113725,3.7513318,8.303188,3.8762686,0.82591176,7.278144,0.27684453,3.6764793,1113.7802881270698,113.46699530011648,0.22974615,0.09123653
12_bus.wav,bus,-64.52047,57.95532,130.43192,16.326408,16.536177,6.6693797,13.348097,4.142228,3.4717014,4.435433,7.9034066,4.151113,-4.51341,5.493107,1.6310148,4.132693,-2.0995996,3.4458282,2.7919707,3.9104664,-1.7735125,5.0298543,1.5304239,4.6172786,-2.57968,4.1546082,0.92452174,3.8886344,-2.4580398,3.350685,-0.9108034,2.8968554,-5.3008423,3.524693,1.1243824,2.9125035,-2.8915503,3.0166798,3.87817,3.140203,1167.8524908659263,231.2850487464409,0.16950725,0.069356404
130_bus.wav,bus,-184.20857,82.4898,154.93665,14.2968,0.80100185,9.519132,7.8938017,19.91981,2.1600132,6.583423,10.558174,8.104242,5.201763,9.962118,11.107224,5.838216,8.10722,4.1686997,-1.7714643,4.744293,-7.589922,5.7465434,2.821034,3.229532,-4.047274,5.3357368,4.0001216,4.0642004,-3.8173661,3.5918014,-0.57262135,3.5374427,-0.29320523,3.395214,0.42660075,3.5523603,0.2504433,3.3193908,2.6056726,3.7621403,924.2163556185234,155.7736580784995,0.08880829,0.081859715
131_bus.wav,bus,-146.77321,53.99006,163.95299,10.521158,7.2059946,9.175804,23.10469,12.17846,-14.049659,6.396497,0.17527442,10.925521,7.405261,5.472597,15.489716,7.6954365,5.796325,4.4363284,1.1675936,3.88303,-2.4851303,4.4442472,2.5333772,3.591982,-4.217954,4.269845,-0.12740812,4.3948164,-4.591593,4.152771,4.0932126,3.7407975,-0.2532901,3.7659068,1.765895,3.6072123,0.57953024,4.0460095,2.843794,4.930529,813.6771251974322,126.25550451664688,0.12296285,0.06354127
132_bus.wav,bus,-101.08899,30.554281,173.28311,6.8207664,9.832867,7.5878835,23.49402,4.7692537,-15.133643,4.7793794,10.978139,5.567934,12.827121,3.3288584,7.489814,4.2560816,-3.680062,3.7625914,1.6856197,4.3436117,-1.7960585,3.7803776,-4.2754445,3.2291317,-7.7225103,2.9358723,-3.5132387,3.1854625,-8.696449,3.450989,2.1105368,2.897264,-1.8222979,3.1582372,4.5689063,3.0926518,1.9956154,3.1635206,3.8105538,3.0067084,714.6875331907501,52.79201982100674,0.22040859,0.041579813
133_bus.wav,bus,-91.419014,25.83037,169.78351,7.119453,0.17240816,6.4576244,30.272652,4.880796,-4.603836,6.3175993,0.27224022,4.1459403,0.85067314,6.2251086,16.405874,3.8744633,2.387463,3.4840055,-4.9865837,2.8418467,-2.9599493,3.4146304,1.0971066,2.9569662,-13.116546,3.0089583,-1.7332791,3.0124397,-8.854236,4.1352887,1.6973089,4.019656,0.3316046,3.4117885,3.563276,3.0697224,1.6235118,3.0131607,2.1220853,2.9278355,756.25476798057,50.76974520945616,0.22306985,0.03857838
134_bus.wav,bus,-114.676056,76.85004,143.78404,9.028457,22.032713,7.38212,9.111102,6.78728,-16.083603,6.254816,4.9045205,4.603775,11.495651,7.1825395,12.927851,7.314285,-7.0718384,7.655866,-0.6703156,4.3247595,0.29396567,5.1940675,-0.37431884,5.166111,-4.538408,5.761456,-0.04544247,5.146773,-6.858269,5.0285954,1.1693573,3.66889,-6.1153564,4.151997,-4.541089,3.722262,-3.7779624,3.3257904,-0.45767826,3.7536595,979.5361490877472,118.12292590157313,0.15876827,0.078476
135_bus.wav,bus,-150.56837,88.69509,149.83722,12.316062,-4.0395317,10.559093,9.509827,7.4315495,-18.184309,8.718147,16.277685,6.1328754,15.214141,11.316901,7.986811,7.354344,5.205813,4.433051,10.38794,5.41849,2.0557811,4.2499766,7.5257244,3.748892,-2.8715641,3.5985599,1.389634,3.3739636,-4.4435887,5.19715,0.89480656,3.647409,-2.4397426,4.6951213,0.084722266,3.543206,-1.1590765,4.2516017,3.4258082,3.823993,995.5768870947717,151.06146708191739,0.105119705,0.072221324
136_bus.wav,bus,-51.506298,43.10419,95.37777,13.089477,18.596106,7.195924,27.040468,6.8398056,6.5926623,4.496884,5.1154947,5.3446674,-1.7832932,7.988505,18.535488,7.3710465,6.977591,9.6458,11.690088,3.447633,1.9246563,5.506762,4.787956,4.756585,-2.68425,7.0947614,3.0962834,4.4637337,0.91057855,5.666089,8.172582,6.121299,-2.6253889,3.9242322,8.22035,5.320238,2.055616,6.098323,1.5096576,4.2863793,1568.9323306463766,248.8171913479934,0.21162067,0.07403132
137_bus.wav,bus,-125.26031,31.69779,168.38583,6.677739,19.323084,6.278913,8.709263,5.178441,-10.9636545,4.316858,16.270107,3.5604563,10.490245,3.6199257,12.648302,4.748818,7.037725,4.2227087,14.587886,5.6776395,4.1512794,4.0511036,7.158576,3.3842943,-3.6280909,4.1463475,5.985566,2.9142203,-4.885794,3.6067364,6.067158,3.9436934,0.70836294,3.092502,1.6293281,3.568456,2.6292367,2.8270776,4.2181907,3.1984582,689.3572227802537,67.68962364043504,0.21123387,0.06567421
138_bus.wav,bus,-144.12268,67.07053,135.2808,10.154389,14.551466,6.8927336,19.048481,5.745302,-3.250837,5.845725,4.533083,7.684943,11.565878,7.9813848,19.138239,4.7699533,5.8558817,4.8760643,9.937758,3.6865795,2.3689892,3.3786216,3.9117055,3.1099865,-1.0022081,4.51012,-0.14686988,4.9834366,-2.001225,3.6530147,3.5495913,3.7882822,-2.5646157,3.737899,3.9432874,3.1457696,1.0137719,3.7657313,5.9702067,2.9901133,960.9351116462082,134.3902176141285,0.13834162,0.061269578
139_bus.wav,bus,-131.9793,82.10821,151.63942,6.6145167,6.877366,7.572777,1.1198676,7.0447025,-8.038751,7.669659,12.49239,6.0615587,5.3709297,7.149689,11.545576,4.7617474,11.02222,4.411552,0.92096406,5.223309,0.71104586,4.4071937,4.507344,3.8279061,-6.663882,4.879513,3.9010313,3.767749,-4.1685305,3.7928638,4.672433,4.40542,-2.5159678,5.171316,5.269537,5.151774,1.3747693,3.6084023,1.9207768,3.4189153,950.0623698352546,85.63301378111704,0.13975741,0.09110037
13_bus.wav,bus,0.6958086,70.92964,76.07779,20.965853,-6.072282,6.572748,10.583166,5.9349914,8.659667,5.053239,18.322767,6.4115987,-1.4618765,5.0029926,2.148788,5.8805466,-4.549668,4.131902,3.7675712,5.6555276,-6.8840814,3.3196301,-2.3275712,3.9033225,-2.9450374,3.3632681,0.8879207,3.49053,-1.7780062,4.397859,8.006681,3.0476606,-1.0291824,3.933927,4.743659,4.0786357,1.8919498,3.3923147,3.034799,3.7115395,2110.638516677025,401.30533422428914,0.16449839,0.06185278
140_bus.wav,bus,-226.12308,130.95717,167.43906,14.38633,-2.6559918,14.428822,4.852463,14.138208,3.9628716,6.349416,19.625721,5.1781807,10.282042,5.2671075,5.710798,5.191856,7.3712206,3.7156026,-0.18258834,4.3096414,-0.73531973,4.18967,0.9266196,3.726318,-6.371253,6.417037,-0.5825724,3.4665565,-3.2989101,4.832154,-0.1251003,3.5593638,-3.171119,5.324125,-0.4539636,3.8520148,-1.9732316,4.055147,-0.9177136,2.6861267,772.6315276784703,116.69143273213314,0.09589113,0.09279703
141_bus.wav,bus,-192.13081,96.92757,167.80818,12.760122,9.808788,10.209431,8.22391,16.009865,-6.969661,8.219759,7.925729,9.289873,6.319184,9.514409,9.7005005,6.2864156,4.1424394,4.6933823,0.37524885,4.7276177,-4.0878286,4.975324,-1.1942666,3.512455,-6.1743646,3.3805327,-4.636708,4.312645,-5.533933,3.9841728,0.3712006,3.5292356,-5.254556,5.048006,0.43662944,3.6049917,0.30790824,4.0046854,-0.13859558,3.225016,785.5098806781707,100.41462125880953,0.10532515,0.10003455
142_bus.wav,bus,-174.17484,58.08609,180.35641,11.820537,3.734488,8.531775,-11.915669,8.732954,-3.9095461,6.171737,18.525085,4.322561,8.183207,6.5648,6.899704,5.866714,2.1810334,5.66111,0.5570101,4.116061,-7.262426,4.7636404,1.2288692,3.8310118,-4.0491347,5.0558815,-0.29695967,3.2392569,-2.5616546,3.0363662,0.48050565,3.6739657,-1.1844941,2.9970305,1.521974,3.3755522,-1.4487897,2.6532469,1.2730392,3.0508292,793.6050567358532,96.54438884871225,0.10101417,0.07541285
143_bus.wav,bus,-146.27046,79.278725,162.32184,9.144373,3.6681023,10.821704,19.012695,9.855308,-3.1850097,7.2546215,8.229708,6.7515306,2.0243146,8.076222,9.83504,9.492406,0.20087773,4.6811204,-2.6292486,4.2193155,-5.861196,6.6273804,1.3810877,4.7886667,-5.9184756,4.7305026,-2.000319,4.904732,-1.2470789,6.0901217,2.1358705,4.2297606,-2.0811255,5.1542172,2.435025,4.6378326,-0.9085044,6.0350423,3.1824734,3.9926944,824.618440417696,84.95928346501303,0.13019824,0.08611543
144_bus.wav,bus,0.5876527,21.944735,134.3228,10.454668,-40.674416,8.63138,27.594007,7.3036857,-39.990715,6.6167054,25.615381,6.310906,-12.954407,3.5985107,17.42981,5.4245305,-6.642492,4.134729,6.0517516,3.5229073,-1.1309191,5.0228605,1.6644043,3.5541978,-5.4280167,3.1379907,-4.1190257,3.6950567,-7.215607,3.5506864,-5.1737194,3.686907,-2.9724205,3.4572651,-6.408386,3.364482,-0.31963843,4.0198984,-2.64643,3.4745212,1424.7664269773152,162.51871687978453,0.2078767,0.047186024
